"url","id","title","disc_cat_1","disc_cat_2","disc_cat_3","disc_cat_4","disc_cat_5"
"http://arcticdata.io/catalog/view/doi:10.5065/D65Q4T8R","doi:10.5065/D65Q4T8R","Kougarok Radiation Data - Station K3 [Hinzman, L.]","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2NR6X","doi:10.18739/A2NR6X","Hydroxyl (OH) airglow image data, Alaska, January 20, 2011","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6ZP449Q","doi:10.5065/D6ZP449Q","Alexandra Fiord - Plant Nutrient Data [Welker, J., J. Fahnestock]","biology","ecology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D63B5X62","doi:10.5065/D63B5X62","HX-274 ADCP Data [Woodgate, R.]","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6445JNK","doi:10.5065/D6445JNK","Air Temperature and Thaw Depth, North Slope, Alaska: Field Measurements (1995-97) and Computed Values","Atmospheric Science","Cryology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2HT1G","doi:10.18739/A2HT1G","Passive acoustic data from A3 in the Bering Strait for May 2015","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6VT1Q3C","doi:10.5065/D6VT1Q3C","USCGC Healy HLY-07-02 Ship Log - Navigation Information [US Coast Guard]","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2R92V","doi:10.18739/A2R92V","Autonomous Ocean Flux Buoy 10","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2CR6F","doi:10.18739/A2CR6F","Hydroxyl (OH) airglow image data, Alaska, February 15, 2012","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2325P","doi:10.18739/A2325P","Photogrammetric scans of aerial photographs of North American glaciers, 1980. Roll 2 jpegs","aerial imagery/basemaps","Glaciology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6Q52MQS","doi:10.5065/D6Q52MQS","CNS Data for Box Core Sample B-3 taken at P1-92-14 (Excel) [Cutter, G.]","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2ZK13","doi:10.18739/A2ZK13","Photogrammetric scans of aerial photographs of North American glaciers, 1993. Roll 4 tiffs","aerial imagery/basemaps","Glaciology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A22V2C885","doi:10.18739/A22V2C885","HLY-04-02 Service Group CTD Data (WHP Format)","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D657194S","doi:10.5065/D657194S","North Pole Environmental Observatory (NPEO) Weather and Radiation Buoy Data","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6QZ283H","doi:10.5065/D6QZ283H","Ivotuk Raw LAI Data [Epstein, H., S. Riedel, D. Walker]","biology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D64M92K7","doi:10.5065/D64M92K7","Bacterioplankton abundances during long spring BEST cruises","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6QV3JPS","doi:10.5065/D6QV3JPS","National Solar Radiation Data Base Hourly Solar Data from Alaska, 1961-1990","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2N53X","doi:10.18739/A2N53X","Photogrammetric scans of aerial photographs of North American glaciers, 1990. Roll 2 thumbnails","aerial imagery/basemaps","Glaciology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6WD3XR9","doi:10.5065/D6WD3XR9","Council Leaf Area Index Measurements (ASCII) [Copass, C.]","biology","ecology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D68S4MWZ","doi:10.5065/D68S4MWZ","HLY-08-03 Lipofuscin and Euphausiid Aging","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2GP6P","doi:10.18739/A2GP6P","Daily time lapse photography of Linnébreen 11May07 to 30Jul07","Glaciology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D67H1GK2","doi:10.5065/D67H1GK2","HLY-09-02 Sediment Trap Fluxes of Th-234, POC, and PON in the Bering Sea","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6HH6H5G","doi:10.5065/D6HH6H5G","HLY-02-03 Mesozooplankton Grazing Rates (Excel) [Campbell, R. and C. Ashjian]","biology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6WM1BKB","doi:10.5065/D6WM1BKB","Council Meteorological Data - Station C3 [Hinzman, L.]","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2J678X08","doi:10.18739/A2J678X08","Arctic Ekman pumping, Arctic Ocean, 2003-2014","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2DF6K36X","doi:10.18739/A2DF6K36X","Soil, snow, and atmosphere exchanges of mercury in the interior Arctic tundra, Alaska","Soil Science","Atmospheric Science","Cryology",NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A24X54G9W","doi:10.18739/A24X54G9W","Ocean conductivity, temperature, density (CTD), oxygen, and nitrate profiles, Eurasian and Makarov basins, Arctic Ocean, 2013-2018","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D60G3H77","doi:10.5065/D60G3H77","HLY-04-02 ADCP Data (5-min Averages) [Muenchow, A.]","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2ZJ8D","doi:10.18739/A2ZJ8D","Hydroxyl (OH) airglow image data, Alaska, November 23, 2012","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A29936","doi:10.18739/A29936","Results of bulk sediment X-ray diffraction analysis and quantification of mineral phases based on the RockJock and on the QUAX quantitative analysis","geology/geophysics",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6D798G2","doi:10.5065/D6D798G2","Textural Silt Data for Core P1 taken at P1-92-AR [Darby, D.]","geology/geophysics",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A26T0GW4P","doi:10.18739/A26T0GW4P","Hydrologic data from a firn aquifer in Southeast Greenland, 2015-2016","Cryology","Hydrology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A21Z41S49","doi:10.18739/A21Z41S49","Autonomous Ice Mass Balance Buoy Observations, Buoy 2002A, North Pole, 2002","Cryology","Oceanography","Atmospheric Science",NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6MK69ZX","doi:10.5065/D6MK69ZX","Sir Wilfrid Laurier (SWL) Cruise Merged Chemistry Parameters (2011)","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A20C4SK0M","doi:10.18739/A20C4SK0M","Conductivity-Temperature-Depth (CTD) data collected from the Annika-Marie, Bering and Beaufort Seas, 2013","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A20G3GZ1Z","doi:10.18739/A20G3GZ1Z","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Allakaket' (U52), Alaska Interior, United States (Alaska) from 2010-2014","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A20R9M40D","doi:10.18739/A20R9M40D","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Cape Chukochii; edoma,Kolyma' (R13 A), North East Siberia, Russia from 1997-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A20K26B36","doi:10.18739/A20K26B36","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Khomus-2' (R37 B), North East Siberia, Russia in 2005","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A20V89H27","doi:10.18739/A20V89H27","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Vaskiny Dachi, Yamal Peninsula' (R5 C), West Siberia, Russia from 2007-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A20Z70W80","doi:10.18739/A20Z70W80","Imnavait Creek, Alaska Plant Community Surface Reflectance Mobile Instrumented Sensor Platform - 2018","Soil Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2125Q90S","doi:10.18739/A2125Q90S","Orthomosaic photographs of areas surrounding Toolik Field Station, Alaska, 2013","aerial imagery/basemaps",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2183426T","doi:10.18739/A2183426T","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Happy Valley 1 km grid' (U9 B), Alaska North Slope, United States (Alaska) from 1993-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A21G0HV0Q","doi:10.18739/A21G0HV0Q","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Kuropatochya River; Kolyma' (R12 B), North East Siberia, Russia from 1996-1997","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A21V5BD3Z","doi:10.18739/A21V5BD3Z","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Imnavait Creek  1 km grid' (U11 A), Alaska North Slope, United States (Alaska) from 1992-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A21R6N09J","doi:10.18739/A21R6N09J","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Igarka' (R40), Central Siberia, Russia from 2008-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2222R58F","doi:10.18739/A2222R58F","Contribution of the Greenland Ice Sheet to sea-level over the next millennium using Large Ensemble Simulations, raw scalar time series part 1, 2008-3007","model output","climate",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2VM42X4H","doi:10.18739/A2VM42X4H","Conductivity-Temperature-Depth (CTD) data, Bering and Beaufort Seas, 2014","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2K649S8X","doi:10.18739/A2K649S8X","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Marsh Creek' (U31), Alaska North Slope, United States (Alaska) from 2002-2016","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2XG9FB14","doi:10.18739/A2XG9FB14","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Jakutskoe Lake' (R25), North East Siberia, Russia from 1999-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2ZS2KC9V","doi:10.18739/A2ZS2KC9V","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Mt. Dionisy, Chukotka' (R11), Chukotka, Russia from 1996-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2ZW18S2S","doi:10.18739/A2ZW18S2S","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Dot Lake' (U58), Alaska Interior, United States (Alaska) from 2010-2013","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2XP6V35T","doi:10.18739/A2XP6V35T","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Segodnya Pingo, Kolyma' (R16), North East Siberia, Russia from 1996-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2XS5JH0Q","doi:10.18739/A2XS5JH0Q","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Lorino' (R41), Chukotka, Russia from 2010-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2Z02Z84Q","doi:10.18739/A2Z02Z84Q","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Kougarok' (U28), Alaska Seward Peninsula, United States (Alaska) from 1999-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2ZG6G70W","doi:10.18739/A2ZG6G70W","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Tunalik' (U25), Alaska North Slope, United States (Alaska) from 1998-2016","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2ZK55M36","doi:10.18739/A2ZK55M36","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Camden Bay' (U34), Alaska North Slope, United States (Alaska) from 2004-2005","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2ST7DX09","doi:10.18739/A2ST7DX09","United States Coast Guard Cutter Healy (HLY1103) Shipboard Acoustic Dopper Current Profiler (SADCP) data, Beaufort Sea - 152 West, 2011","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2DV1CN6V","doi:10.18739/A2DV1CN6V","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Malchilovskaya Channel, Kolyma' (R20), North East Siberia, Russia from 1996-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2DZ0319K","doi:10.18739/A2DZ0319K","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Konkovaya River, Kolyma' (R15 A), North East Siberia, Russia from 1996-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2D50FX5H","doi:10.18739/A2D50FX5H","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Kotlik' (U42), Alaska Interior, United States (Alaska) from 2009-2016","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2CN6Z000","doi:10.18739/A2CN6Z000","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Galena' (U50), Alaska Interior, United States (Alaska) from 2009-2014","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2CV4BR6M","doi:10.18739/A2CV4BR6M","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Koluktak' (U30), Alaska North Slope, United States (Alaska) from 1999-2016","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2F76668X","doi:10.18739/A2F76668X","Contribution of the Greenland Ice Sheet to sea-level over the next millennium using control simulations, 2008-3007","model output","climate",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2DJ58G78","doi:10.18739/A2DJ58G78","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Vaskiny Dachi, Yamal Peninsula' (R5 B), West Siberia, Russia from 2007-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2DN3ZW0T","doi:10.18739/A2DN3ZW0T","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Barrow' (U1), Alaska North Slope, United States (Alaska) from 1993-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2F47GT56","doi:10.18739/A2F47GT56","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Piksiksak' (U37), Alaska North Slope, United States (Alaska) from 2004-2016","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2C824D80","doi:10.18739/A2C824D80","Surface energy budgets in the Polar Urals of Russia, summer 2015-2017","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2CJ87K71","doi:10.18739/A2CJ87K71","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Deadhorse' (U6), Alaska North Slope, United States (Alaska) from 1996-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2C53F15P","doi:10.18739/A2C53F15P","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Chandalar Shelf' (U15), Alaska North Slope, United States (Alaska) from 1996-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2BZ61806","doi:10.18739/A2BZ61806","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Alazeya River' (R22), North East Siberia, Russia from 1998-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2FF3M05P","doi:10.18739/A2FF3M05P","Hydrographic Data, Putuligayuk River Watershed, Alaska, 1999-2017","Hydrology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2FB4WM1G","doi:10.18739/A2FB4WM1G","Arctic Observing Network (AON) observations from the 2005-2006 Beaufort shelf-edge mooring array","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2NZ80Q24","doi:10.18739/A2NZ80Q24","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Ploskii Tolbachik (Kamchatka) 1' (R30 B), Kamchatka, Russia from 2004-2012","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2QF8JJ7C","doi:10.18739/A2QF8JJ7C","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Lake Glukhoe, Kolyma' (R19), North East Siberia, Russia from 1996-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2P843W11","doi:10.18739/A2P843W11","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Umbozero; Kola Peninsula' (R44), Russian European north, Russia from 2011-2016","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2P55DG83","doi:10.18739/A2P55DG83","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Bely Island (silt)' (R55), West Siberia, Russia from 2009-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2PK07201","doi:10.18739/A2PK07201","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Chukochya River, Kolyma' (R14), North East Siberia, Russia from 1996-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2PG1HN7P","doi:10.18739/A2PG1HN7P","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Umiat' (U24), Alaska North Slope, United States (Alaska) from 1998-2016","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2PZ51M3V","doi:10.18739/A2PZ51M3V","Bering Strait Mooring Data, 2017-2018","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2QZ22H2M","doi:10.18739/A2QZ22H2M","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Kruglaya (Anadyr)' (R45), Chukotka, Russia from 2010-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2RR1PM66","doi:10.18739/A2RR1PM66","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Urengoy Gas Field GP5' (R50a), West Siberia, Russia from 2008-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2SJ19R0S","doi:10.18739/A2SJ19R0S","Contribution of the Greenland Ice Sheet to sea-level over the next millennium using Large Ensemble Simulations, final state in year 3007 part 1, 2008-3007","model output","climate",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2Q52FC8B","doi:10.18739/A2Q52FC8B","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Happy Valley' (U9 A), Alaska North Slope, United States (Alaska) from 1996-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2Q814S18","doi:10.18739/A2Q814S18","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Bely Island (sand)' (R55a), West Siberia, Russia from 2009-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2R785P1Z","doi:10.18739/A2R785P1Z","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Lake Akhmelo, Kolyma' (R21), North East Siberia, Russia from 1996-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2QV3C39P","doi:10.18739/A2QV3C39P","Collaborative Research: Pacific-Arctic Carbon Synthesis - Transformations, Fluxes, and Budgets, Alaska, 2008-2010","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2RF5KF7M","doi:10.18739/A2RF5KF7M","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Toolik 1 km grid' (U12 A), Alaska North Slope, United States (Alaska) from 1995-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2RF5KF83","doi:10.18739/A2RF5KF83","Plant community surface reflectance Mobile Instrumented Sensor Platform, Toolik Lake, Alaska, 2018","ecology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2RX93D29","doi:10.18739/A2RX93D29","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Venetie' (U56), Alaska Interior, United States (Alaska) from 2010-2013","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2S17SS5J","doi:10.18739/A2S17SS5J","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Chara Belenky' (R46), Central Siberia, Russia from 2013-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2S756K16","doi:10.18739/A2S756K16","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Lupine Hill' (U10), Alaska North Slope, United States (Alaska) from 1995-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2SB3WZ44","doi:10.18739/A2SB3WZ44","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Chevak' (U44), Alaska Interior, United States (Alaska) from 2009-2014","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2H98ZD1D","doi:10.18739/A2H98ZD1D","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site '56 Mile' (U31), Alaska North Slope, United States (Alaska) from 1996-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2HD7NS4Q","doi:10.18739/A2HD7NS4Q","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Eagle' (U51), Alaska Interior, United States (Alaska) from 2009-2016","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2HM52K0C","doi:10.18739/A2HM52K0C","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Emmonak' (U43), Alaska Interior, United States (Alaska) from 2009-2016","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2JW86M91","doi:10.18739/A2JW86M91","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Tanada Muskeg' (U40B), Alaska Interior, United States (Alaska) from 2009-2010","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2FT8DJ6J","doi:10.18739/A2FT8DJ6J","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Sagwon Hills MAT' (U32 B), Alaska North Slope, United States (Alaska) from 1995-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2FX73X9V","doi:10.18739/A2FX73X9V","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Nenana' (U57), Alaska Interior, United States (Alaska) from 2010-2016","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2FN10S0F","doi:10.18739/A2FN10S0F","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Wickersham' (U17), Alaska Interior, United States (Alaska) from 1990-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2FJ29C7H","doi:10.18739/A2FJ29C7H","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Niguanak' (U29), Alaska North Slope, United States (Alaska) from 2001-2015","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2GF0MW41","doi:10.18739/A2GF0MW41","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Fish Creek' (U22), Alaska North Slope, United States (Alaska) from 1998-2016","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2GF0MW5H","doi:10.18739/A2GF0MW5H","Transcriptome sequences and identification of Eriophorum vaginatum from five ecotypes in northern Alaska, United States","biology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2J09W441","doi:10.18739/A2J09W441","A radiocarbon comparison of two methods for measuring ecosystem carbon cycling: respired CO2 and phospholipid fatty acids in Arctic tussock and shrub soils, Alaska, 2015","Soil Science","ecology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2J960911","doi:10.18739/A2J960911","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Chara Most' (R47), Central Siberia, Russia from 2013-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2JQ0SV3J","doi:10.18739/A2JQ0SV3J","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Seida' (R52), Russian European north, Russia from 2012-2018","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2K06X129","doi:10.18739/A2K06X129","Gateway to the Americas: New Archaeological Evidence on North American Origins, Alaska, 2010-2013","Archaeology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2GQ6R23G","doi:10.18739/A2GQ6R23G","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Marsh Creek' (U31), Alaska North Slope, United States (Alaska) from 2002-2016","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2GM81P04","doi:10.18739/A2GM81P04","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Parisento, Gydan Peninsula' (R4), West Siberia, Russia from 1992-1995","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2GX44T93","doi:10.18739/A2GX44T93","Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Mt. Rodinka; Kolyma ( 10 m grid)' (R18 A), North East Siberia, Russia from 2003-2018","Soil Science","Soil Science",NA,NA,NA
