"","id","dateUploaded","datasource","title"
"3981","doi:10.18739/A25827","2017-09-09T03:17:24.580Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1974. Roll 3 thumbnails"
"3982","doi:10.18739/A2VT1GP67","2018-11-15T20:46:31.919Z","urn:node:ARCTIC","Autonomous Ice Mass Balance Buoy Observations, Buoy 2012M, East Greenland Sea, 2012"
"3983","doi:10.18739/A2H241","2017-08-31T01:19:38.730Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1994. Roll 1 thumbnails"
"3984","doi:10.5065/D6416V78","2016-04-02T15:07:41.904Z","urn:node:ARCTIC","Digital Elevation Model (DEM) Data for the Seward Peninsula [Jia, J., H. Epstein, D. Walker]"
"3985","doi:10.18739/A2DR5C","2017-08-16T20:57:23.836Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, February 7, 2012"
"3986","doi:10.18739/A22S5M","2016-04-02T04:27:37.859Z","urn:node:ARCTIC","March"
"3987","doi:10.18739/A24G88","2016-04-02T08:24:24.267Z","urn:node:ARCTIC","Daily time lapse photography of Linnévatnet and Linnébreen"
"3988","doi:10.5065/D63F4MQQ","2016-04-02T13:24:10.581Z","urn:node:ARCTIC","Chukchi Sea Sediment Core Lipid Analysis, Station C1 (ASCII) [Harvey, R.]"
"3989","doi:10.18739/A28M17","2016-09-21T22:51:40.572Z","urn:node:ARCTIC","Passive acoustic data from A4 in the Bering Strait 8 of 9 (140502_090000_AU_BS04.wav to 140612_230000_AU_BS04.wav)"
"3990","doi:10.18739/A2752T","2017-08-23T23:10:59.989Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, April 10, 2012"
"3991","doi:10.18739/A21J9774C","2019-04-23T22:06:44.094Z","urn:node:ARCTIC","Hydrogen and oxygen isotope ratio measurements for 15 meter Owen Ice Core, Summit, Greenland, 1977-2010"
"3992","doi:10.18739/A2P843V8Z","2018-11-15T20:30:59.813Z","urn:node:ARCTIC","Autonomous Ice Mass Balance Buoy Observations, Buoy 2011B, Beaufort Sea, Arctic Ocean, 2011"
"3993","doi:10.18739/A2R01C","2016-04-02T08:16:11.485Z","urn:node:ARCTIC","Burned soil surface radiocarbon values for moss macrofossils plucked from the Anaktuvuk River Fire sites"
"3994","doi:10.18739/A2TG4Z","2018-05-08T21:42:44.045Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, September 21, 2011"
"3995","doi:10.18739/A27C9J","2016-04-02T04:48:01.055Z","urn:node:ARCTIC","March 3, 2012"
"3996","doi:10.18739/A29H1H","2016-04-02T06:25:47.895Z","urn:node:ARCTIC","Network of Permafrost Observatories in North America and Russia deep boreholes"
"3997","doi:10.18739/A2GG6M","2016-04-02T08:16:34.046Z","urn:node:ARCTIC","Weekly Arctic Landfast Ice Extent from 1976 to 2007"
"3998","doi:10.18739/A22W2H","2016-04-02T08:04:09.467Z","urn:node:ARCTIC","Fisheries Privatization and the Remaking of Fishery Systems"
"3999","doi:10.18739/A25M19","2016-09-15T20:13:16.280Z","urn:node:ARCTIC","Passive acoustic data from Davis Strait - C1 11 of 17 (121211-1800-C1-09990.wav to 130122-0800-C1-10988.wav)"
"4000","doi:10.18739/A2G15TB05","2019-01-14T18:07:39.474Z","urn:node:ARCTIC","Arctic Alaska Tundra and Lake Snow Surveys from 2012-2018"
"4001","doi:10.5065/D6VH5KWF","2016-04-02T12:15:13.793Z","urn:node:ARCTIC","HLY-04-02 Benthic Faunal Summaries (abundance, biomass, and dominance) (ASCII) [Grebmeier, J. and L. Cooper]"
"4002","doi:10.5065/D6765C9N","2016-04-02T06:59:52.752Z","urn:node:ARCTIC","TN-250 Thorium-234 and Uranium-238 Distributions in the Eastern Bering Sea"
"4003","doi:10.18739/A2496S","2017-06-12T17:38:31.260Z","urn:node:ARCTIC","Ocean water property observations reported from ice-tethered profiler(ITP) #49,Transpolar Drift, 2011"
"4004","doi:10.5065/D6ST7MT6","2016-04-02T06:42:38.116Z","urn:node:ARCTIC","HLY-07-01 Raw 75 KHz ADCP Data [Sambrotto/LDEO]"
"4005","doi:10.18739/A2MG7FV57","2018-11-15T20:14:18.016Z","urn:node:ARCTIC","Autonomous Ice Mass Balance Buoy Observations, Buoy 2012C, Central Arctic, 2012"
"4006","doi:10.18739/A2GV6D","2017-09-08T02:54:35.685Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1977. Roll 3 tiffs"
"4007","doi:10.18739/A2K57T","2018-05-01T21:00:41.171Z","urn:node:ARCTIC","SWERUS-C3 Expedition EK80 sonar data, Eastern Siberian Arctic margin, September 9 - 12, 2014"
"4008","doi:10.18739/A21G0HV2P","2019-09-19T16:44:03.642Z","urn:node:ARCTIC","End-of-winter snow water equivalent in Jarvis Creek watershed, Interior Alaska, 2011-2016"
"4009","doi:10.18739/A2Z53Q","2017-08-21T23:38:41.721Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1975. Roll 2 thumbnails"
"4010","doi:10.18739/A28F85","2017-07-25T10:16:28.964Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1977. Roll 3 jpegs"
"4011","doi:10.5065/D6W37TD0","2016-04-02T12:17:43.105Z","urn:node:ARCTIC","NBP03-04a Dissolved Organic Carbon (DOC) Data (ASCII) [Hansell, D. and N. Bates]"
"4012","doi:10.18739/A2C645","2016-04-02T11:14:14.923Z","urn:node:ARCTIC","Mooring and Drifting Buoy Data: Beaufort Gyre Freshwater Experiment, 2003"
"4013","doi:10.18739/A2G910","2016-04-02T10:03:43.081Z","urn:node:ARCTIC","Dynamic Controls on Tidewater Glacier Retreat: Aerial Photography"
"4014","doi:10.18739/A26P5T","2016-04-02T05:53:17.866Z","urn:node:ARCTIC","Nelson 2010 A Varved Sediment Analysis of 1,000 Years of Climate Change: Linnévatnet, Svalbard"
"4015","doi:10.18739/A23P34","2018-05-10T23:29:25.492Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, December 17, 2011"
"4016","doi:10.18739/A21027","2016-04-02T05:56:43.166Z","urn:node:ARCTIC","Pendleton 2011 The Glaciofluvial Environment of Linnébreen, Spitsbergen, Svalbard"
"4017","doi:10.18739/A27659F1B","2018-08-27T22:09:17.587Z","urn:node:ARCTIC","Greenland GPS Network (GNET) 2007-08-11 to 2018-07-31"
"4018","doi:10.18739/A2QT0Z","2017-02-27T04:47:41.782Z","urn:node:ARCTIC","Passive acoustic data from A2 in the Bering Strait for February 2015"
"4019","doi:10.18739/A28C8G","2016-04-02T05:38:03.777Z","urn:node:ARCTIC","UVSIMN Version2 Barrow Flags"
"4020","doi:10.18739/A20R9M36V","2018-09-28T17:02:24.987Z","urn:node:ARCTIC","Northern Hemisphere Cyclone Locations and Characteristics from NCEP/NCAR Reanalysis Data"
"4021","doi:10.18739/A2S90D","2016-04-02T03:54:42.277Z","urn:node:ARCTIC","Nov 6"
"4022","doi:10.18739/A20W38","2016-04-02T08:05:33.360Z","urn:node:ARCTIC","UVSIMN Version2 Barrow"
"4023","doi:10.18739/A2N939","2016-04-02T10:25:48.189Z","urn:node:ARCTIC","O-Buoy13 Deployment"
"4024","doi:10.5065/D6KH0KGP","2016-04-02T11:40:32.004Z","urn:node:ARCTIC","ArcticRIMS: 2m Air Temperature From ERA-40 Re-Analysis , Aggregated by Administrative Regions"
"4025","doi:10.18739/A23P2R","2018-05-09T23:51:20.086Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, December 2, 2011"
"4026","doi:10.18739/A2TG1T","2017-10-10T22:39:45.272Z","urn:node:ARCTIC","Photogrammetric scans of North American Glacier Aerial Photographs, 1991. Roll 1 tiffs"
"4027","doi:10.18739/A2PW8C","2016-09-20T20:04:40.168Z","urn:node:ARCTIC","Passive acoustic data from A2 in the Bering Strait 10 of 10 (140801_210000_AU_BS02.wav to 140815_230000_AU_BS02.wav)"
"4028","doi:10.18739/A2TW3Q","2016-04-02T08:27:13.569Z","urn:node:ARCTIC","Mooring Camp CTD Casts 2001-2004"
"4029","doi:10.18739/A2KV6B","2017-09-07T01:43:51.530Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1979. Roll 2 tiffs"
"4030","doi:10.18739/A2GB9C","2017-08-01T20:36:12.403Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, February 7, 2011"
"4031","doi:10.5065/D6B8564Z","2016-04-02T07:18:29.723Z","urn:node:ARCTIC","Foraging locations of black-legged kittiwakes at the Pribilof Islands 2008-10"
"4032","doi:10.18739/A2CZ6H","2018-02-05T23:52:49.723Z","urn:node:ARCTIC","Ivotuk Flux Data - Shrub Site (Excel) [Beringer, J.]"
"4033","doi:10.18739/A27R5T","2017-07-21T21:12:02.843Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1981. Roll 1 jpegs"
"4034","doi:10.18739/A2VG8S","2016-04-02T03:31:33.919Z","urn:node:ARCTIC","Dec 4"
"4035","doi:10.18739/A2WF94","2017-08-18T23:04:37.997Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1968. Roll 1 tiffs"
"4036","doi:10.18739/A29W9B","2017-02-11T00:44:15.139Z","urn:node:ARCTIC","Cloud microphysical properties at Arctic atmospheric observatories: Eureka, Canada 2007"
"4037","doi:10.18739/A24072","2016-09-21T02:51:10.079Z","urn:node:ARCTIC","Passive acoustic data from A3 in the Bering Strait 17 of 17 (150224_100000_AU_BS03.wav to 150228_230000_AU_BS03.wav)"
"4038","doi:10.18739/A22V3J","2017-07-25T04:47:02.973Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1976. Roll 2 jpegs"
"4039","doi:10.18739/A2F76666Z","2018-11-15T01:13:18.463Z","urn:node:ARCTIC","Autonomous Ice Mass Balance Buoy Observations, Buoy 2010C, Baffin Bay, 2010"
"4040","doi:10.5065/D6XK8CPQ","2016-04-02T11:17:22.921Z","urn:node:ARCTIC","Borehole Optical Stratigraphy measurements through 4 full years at Summit, Greenland"
"4041","doi:10.18739/A28C9V","2016-04-02T05:16:51.502Z","urn:node:ARCTIC","Daily time lapse photography of Linnévatnet 11Aug08 to 04Apr09"
"4042","doi:10.18739/A2FH58","2017-04-11T22:50:15.451Z","urn:node:ARCTIC","Ocean water property observations reported from ice-tethered profiler(ITP) #49,Transpolar Drift, 2011"
"4043","doi:10.18739/A2GK9S","2016-04-02T10:27:41.233Z","urn:node:ARCTIC","CSASN Synoptic Sampling"
"4044","doi:10.18739/A22G0M","2017-08-24T18:01:18.354Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, April 15, 2012"
"4045","doi:10.18739/A2HS5N","2016-04-02T03:55:20.486Z","urn:node:ARCTIC","Nov 29"
"4046","doi:10.18739/A2734W","2016-04-02T06:21:38.840Z","urn:node:ARCTIC","CSASN TASCC Experiment Info"
"4047","doi:10.18739/A2Q54X","2017-09-21T22:13:41.990Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1993. Roll 1 jpegs"
"4048","doi:10.5065/D6BG2M3D","2016-04-02T11:34:01.602Z","urn:node:ARCTIC","CFL 2008 Dissolved Organic Matter Concentration (DOC) and Compositions"
"4049","doi:10.18739/A21N7P","2017-09-01T19:39:20.368Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1995. Roll 3 thumbnails"
"4050","doi:10.18739/A2NG5S","2018-05-09T20:50:47.842Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, October 12, 2011"
"4051","doi:10.18739/A2253N","2017-08-29T01:51:01.570Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1995. Roll 2 thumbnails"
"4052","doi:10.18739/A2RR8M","2017-09-06T04:45:25.535Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1987. Roll 1 tiffs"
"4053","doi:10.18739/A2854W","2017-09-08T21:26:17.702Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, April 12, 2011"
"4054","doi:10.18739/A2HX15Q4X","2018-05-31T22:38:13.653Z","urn:node:ARCTIC","Kongsfjorden Ocean Temperatures, Svalbard, Norway, 2016"
"4055","doi:10.6073/pasta/44d78f21fbf921195da3ca6895ea7189","2019-05-02T16:15:25.046Z","urn:node:LTER",NA
"4056","doi:10.18739/A2764X","2016-04-02T10:20:44.824Z","urn:node:ARCTIC","References"
"4057","doi:10.18739/A2N872Z6R","2018-05-24T18:44:30.990Z","urn:node:ARCTIC","Sedimentation in glacier-fed Lake Linne during the 2004/2005 season, Svalbard, Norway, 2006"
"4058","doi:10.18739/A2X93S","2016-04-02T06:26:12.096Z","urn:node:ARCTIC","Greenland"
"4059","doi:10.5065/D6CN7228","2016-04-02T11:19:08.158Z","urn:node:ARCTIC","East Siberian Air, Ground Temperature, and Snow Depth Measurements, 1882-1994"
"4060","doi:10.18739/A2251FJ9S","2018-11-15T00:28:14.469Z","urn:node:ARCTIC","Autonomous Ice Mass Balance Buoy Observations, Buoy 2009F, Central Arctic, 2009"
"4061","doi:10.18739/A2W54G","2017-09-07T19:23:59.308Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, March 25, 2011"
"4062","doi:10.18739/A2N64N","2016-06-17T18:57:11.628Z","urn:node:ARCTIC","WHOI Ice Tethered Profiler #26"
"4063","doi:10.18739/A27Z2R","2017-07-27T00:23:57.850Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1980. Roll 2 thumbnails"
"4064","doi:10.18739/A2PG1HN47","2018-11-15T18:07:07.848Z","urn:node:ARCTIC","Autonomous Ice Mass Balance Buoy Observations, Buoy 2004E, Central Arctic, 2004"
"4065","doi:10.5065/D65M63SH","2016-04-02T14:02:48.121Z","urn:node:ARCTIC","CHAOZ passive acoustic mooring CZ11_AU_A03 data"
"4066","doi:10.18739/A2G09X","2017-03-08T23:30:36.607Z","urn:node:ARCTIC","Report of the NSF Workshop on High‐Performance Distributed Computing and Polar Sciences"
"4067","doi:10.5065/D6BG2M02","2016-04-02T06:55:53.887Z","urn:node:ARCTIC","TN-250 Sediment Trap Fluxes of Th-234, POC, and PON in the Bering Sea"
"4068","doi:10.18739/A26C16","2017-08-23T19:16:21.338Z","urn:node:ARCTIC","Observed, modeled, and projected fire, climate, and vegetation data from Alaskan tundra and boreal forest ecosystems"
"4069","doi:10.18739/A2QG41","2018-01-24T19:32:14.696Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, September 13, 2011"
"4070","doi:10.18739/A2NR79","2017-08-30T22:48:55.024Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, February 25, 2011"
"4071","doi:10.18739/A2M90226G","2018-05-24T20:02:27.903Z","urn:node:ARCTIC","Unsustainable Glacier Ablation at 78° N latitude, Linnébreen, Svalbard, 2005"
"4072","doi:10.18739/A23W5Z","2016-04-02T03:40:01.742Z","urn:node:ARCTIC","Oct 15"
"4073","doi:10.5065/D6JH3JB9","2016-04-02T11:00:12.012Z","urn:node:ARCTIC","Nitrate and Conductivity Data from the GISP H Core"
"4074","doi:10.18739/A22Q01","2016-10-20T23:24:32.185Z","urn:node:ARCTIC","SIZONET Snow depths on sea ice from data interpolation and modeling"
"4075","doi:10.18739/A2H03Z","2016-04-02T05:57:31.442Z","urn:node:ARCTIC","Carr 2007 Suspended Sediment Transport in Proglacial Linnéelva, Spitsbergen"
"4076","doi:10.5065/D6X34VJC","2016-04-02T13:10:48.669Z","urn:node:ARCTIC","HLY-02-01 Biomarkers (ASCII) [Benner, R.]"
"4077","doi:10.18739/A2R20RW2D","2018-11-15T20:47:33.726Z","urn:node:ARCTIC","Autonomous Ice Mass Balance Buoy Observations, Buoy 2013D, Beaufort Sea, Arctic Ocean, 2013"
"4078","doi:10.18739/A24B98","2017-07-26T10:58:17.397Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1977. Roll 6 thumbnails"
"4079","doi:10.18739/A2207F","2016-09-01T18:25:07.600Z","urn:node:ARCTIC","Airglow Image Data 2011 5 of 5"
"4080","doi:10.18739/A2R382","2017-06-12T19:20:18.129Z","urn:node:ARCTIC","Ocean water property observations reported from ice-tethered profiler(ITP) #43,Beaufort Sea, 2010"
"4081","doi:10.18739/A2SB3WZ25","2019-03-21T17:41:50.404Z","urn:node:ARCTIC","Melt layer data from Mt. Hunter, Denali National Park, Alaska, 2013"
"4082","doi:10.18739/A2G56H","2018-01-17T20:27:04.720Z","urn:node:ARCTIC","Central Arctic snow chemical composition, 2013 - 2014"
"4083","doi:10.18739/A2961D","2016-04-02T04:52:06.839Z","urn:node:ARCTIC","December 11, 2012"
"4084","doi:10.5065/D62N50BG","2016-04-02T12:14:39.830Z","urn:node:ARCTIC","HLY-02-01 Service Group Bottle Data (WHP Format) [Swift, J. et al.]"
"4085","doi:10.18739/A2HG6X","2016-04-02T05:15:13.719Z","urn:node:ARCTIC","201004_Imnavait_field"
"4086","doi:10.5065/D6VM4995","2016-04-02T06:53:27.109Z","urn:node:ARCTIC","HLY-09-01 Sea Ice Movie [Cooper, L./LDEO]"
"4087","doi:10.18739/A2232K","2016-04-02T03:35:28.747Z","urn:node:ARCTIC","Dec 26"
"4088","doi:10.18739/A2J61K","2016-04-02T06:05:20.222Z","urn:node:ARCTIC","Mapping, new CRREL tunnel"
"4089","doi:10.18739/A2FM1S","2016-09-19T20:30:58.361Z","urn:node:ARCTIC","Airglow Image Data"
"4090","doi:10.18739/A2B623","2016-04-02T03:51:43.888Z","urn:node:ARCTIC","Mar 28"
"4091","doi:10.18739/A28R6H","2017-08-26T00:49:29.349Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1996. Roll 1 jpegs"
"4092","doi:10.18739/A2M53M","2017-09-12T19:10:55.085Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1971. Roll 3 thumbnails"
"4093","doi:10.5065/D61Z42DM","2016-04-02T06:39:54.677Z","urn:node:ARCTIC","HLY-06-01 Elog Event Data [Grebmeier/LDEO]"
"4094","doi:10.18739/A20S2V","2018-04-09T21:43:00.387Z","urn:node:ARCTIC","WHOI Ice Tethered Profiler #5"
"4095","doi:10.18739/A2DJ4X","2017-07-12T00:24:18.623Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1986. Roll 1 jpegs"
"4096","doi:10.18739/A2RD4N","2016-10-19T17:26:43.727Z","urn:node:ARCTIC","Permafrost peat plateau core data: Cameron Plateau - MRB13_07"
"4097","doi:10.18739/A2JD21","2016-06-10T04:18:49.026Z","urn:node:ARCTIC","KAM12_B2_C10"
"4098","doi:10.18739/A2664M","2016-06-10T03:51:57.898Z","urn:node:ARCTIC","Permafrost peat plateau core data: Cameron Plateau - MRB13_07"
"4099","doi:10.18739/A22W8S","2016-08-30T23:24:28.113Z","urn:node:ARCTIC","Barrow Airborne Sea Ice Thickness Surveys"
"4100","doi:10.18739/A26S80","2016-07-12T18:43:14.057Z","urn:node:ARCTIC","Barrow Airborne Sea Ice Thickness Surveys"
"4101","doi:10.5065/D6CC0XMC","2016-04-02T08:02:58.867Z","urn:node:ARCTIC","Barrow Airborne Sea Ice Thickness Surveys"
"4102","doi:10.18739/A2Z94G","2016-07-12T18:59:13.291Z","urn:node:ARCTIC","Sea-ice core measurements"
"4103","doi:10.5065/D63X84KG","2016-04-02T08:03:34.033Z","urn:node:ARCTIC","Sea-ice core measurements"
"4104","doi:10.18739/A2BW88","2016-11-10T21:30:59.310Z","urn:node:ARCTIC","Microbial and chemical data on sea-ice brines"
"4105","doi:10.18739/A2MD4D","2016-11-05T07:26:23.473Z","urn:node:ARCTIC","Microbial and chemical data on sea-ice brines"
"4106","doi:10.18739/A2T95M","2017-01-05T20:16:06.854Z","urn:node:ARCTIC","Wind River Climate Data"
"4107","doi:10.18739/A25M2P","2017-01-05T20:30:19.962Z","urn:node:ARCTIC","Carbon Isotopes in Tree-ring Cellulose"
"4108","doi:10.18739/A2NM21","2017-01-05T20:39:43.950Z","urn:node:ARCTIC","Dietrich Climate Data"
"4109","doi:10.18739/A23H08","2016-04-02T05:33:10.427Z","urn:node:ARCTIC","Bering2011_video_Flight2"
"4110","doi:10.18739/A2FG82","2016-04-02T08:33:09.721Z","urn:node:ARCTIC","Inorganic and Organic Analyses originating in University of Texas laboratory"
"4111","doi:10.18739/A23906","2016-04-02T08:27:01.201Z","urn:node:ARCTIC","North Pole Environmental Observatory CTD-O2 Data"
"4112","doi:10.18739/A2934H","2016-04-02T09:46:46.101Z","urn:node:ARCTIC","Canadian Archipelago Throughflow Study: Ice profiling Sonar moorings 2003-09"
"4113","doi:10.18739/A2S36M","2016-11-03T19:45:59.800Z","urn:node:ARCTIC","Drift station albedos"
"4114","doi:10.18739/A2N36C","2016-09-20T16:09:37.598Z","urn:node:ARCTIC","Passive acoustic data from Davis Strait - C6 12 of 16 (130221-0900-C6-11709.wav to 130403-2300-C6-12707.wav)"
"4115","doi:10.18739/A20S9H","2016-09-16T15:46:04.660Z","urn:node:ARCTIC","PARTNERS Project Arctic River Biogeochemical Data"
"4116","doi:10.18739/A2W36J","2016-09-16T15:51:35.660Z","urn:node:ARCTIC","PARTNERS Project Arctic River Biogeochemical Data"
"4117","doi:10.18739/A21D3R","2016-09-20T15:51:59.281Z","urn:node:ARCTIC","Passive acoustic data from Davis Strait - C6 12 of 16 (130221-0900-C6-11709.wav to 130403-2300-C6-12707.wav)"
"4118","doi:10.18739/A2Z38X","2017-01-05T20:12:55.957Z","urn:node:ARCTIC","Fertilization Branch Extension"
"4119","doi:10.18739/A2F37W","2017-01-05T20:24:03.951Z","urn:node:ARCTIC","Dietrich Sap Flux"
"4120","doi:10.18739/A2S959","2017-01-05T20:36:32.992Z","urn:node:ARCTIC","Foliar Nutrients"
"4121","doi:10.18739/A2D37K","2017-01-05T20:53:23.896Z","urn:node:ARCTIC","Kugururok Ring Widths"
"4122","doi:10.18739/A28D5P","2017-01-05T20:54:38.975Z","urn:node:ARCTIC","Dietrich Ring Widths"
"4123","doi:10.18739/A2QG9X","2016-04-02T06:09:16.247Z","urn:node:ARCTIC","Cloud occurrence and layering at Arctic atmospheric observatories: Summit, Greenland"
"4124","doi:10.18739/A2KS6N","2016-04-02T06:09:27.519Z","urn:node:ARCTIC","Cloud occurrence and layering at Arctic atmospheric observatories: Eureka, Canada"
"4125","doi:10.18739/A2G041","2016-04-02T06:09:38.844Z","urn:node:ARCTIC","Cloud occurrence and layering at Arctic atmospheric observatories: SHEBA"
"4126","doi:10.18739/A2B91R","2016-04-02T06:09:50.556Z","urn:node:ARCTIC","Cloud occurrence and layering at Arctic atmospheric observatories: NyAlesund, Norway"
"4127","doi:10.18739/A26G8W","2016-04-02T06:10:01.746Z","urn:node:ARCTIC","Cloud occurrence and layering at Arctic atmospheric observatories: Barrow, Alaska"
"4128","doi:10.18739/A2ZC79","2016-04-02T07:50:54.022Z","urn:node:ARCTIC","BGOS Mooring In Situ pCO2 and pH time-series"
"4129","doi:10.18739/A2Q08Q","2017-02-21T23:44:38.923Z","urn:node:ARCTIC","Cascade Lake, Alaska, Holocene Physical Properties Data"
"4130","doi:10.18739/A2TQ17","2017-02-21T23:39:34.381Z","urn:node:ARCTIC","Cascade Lake, Alaska, Holocene Physical Properties Data"
"4131","doi:10.18739/A2366F","2017-02-21T23:32:33.161Z","urn:node:ARCTIC","Cascade Lake, Alaska, Holocene Physical Properties Data"
"4132","doi:10.18739/A2ZD4H","2017-02-21T23:35:39.433Z","urn:node:ARCTIC","Cascade Lake, Alaska, Holocene Physical Properties Data"
"4133","doi:10.18739/A28W91","2017-02-14T21:43:18.933Z","urn:node:ARCTIC","Cascade Lake, Alaska, Holocene Physical Properties Data"
"4134","doi:10.18739/A2M95R","2017-02-09T22:46:49.807Z","urn:node:ARCTIC","Cascade Lake, Alaska, Holocene Physical Properties Data"
"4135","doi:10.18739/A2Q37C","2017-02-10T23:15:38.007Z","urn:node:ARCTIC","Cloud microphysical properties at Arctic atmospheric observatories: Barrow, Alaska 2010"
"4136","doi:10.5065/D6BC3WHF","2016-04-02T10:23:57.470Z","urn:node:ARCTIC","O-Buoy10 Deployment"
"4137","doi:10.5065/D6G44N8M","2016-04-02T10:25:34.158Z","urn:node:ARCTIC","O-Buoy9 Deployment"
"4138","doi:10.5065/D6QN64QB","2016-04-02T10:24:25.638Z","urn:node:ARCTIC","O-Buoy7 Deployment"
"4139","doi:10.5065/D6V98626","2016-04-02T10:23:18.105Z","urn:node:ARCTIC","O-Buoy6 Deployment"
"4140","doi:10.5065/D6028PHN","2016-04-02T10:23:30.879Z","urn:node:ARCTIC","O-Buoy5 Deployment"
"4141","doi:10.18739/A23304","2016-04-02T08:22:22.370Z","urn:node:ARCTIC","Terrestrial meteorology - hourly time series (CALON)"
"4142","doi:10.18739/A26D39","2016-04-02T10:17:58.171Z","urn:node:ARCTIC","PARTNERS Project Arctic River Biogeochemical Data"
"4143","doi:10.18739/A2M64B","2016-09-20T18:14:36.077Z","urn:node:ARCTIC","PARTNERS Project Arctic River Biogeochemical Data"
"4144","doi:10.18739/A2HD33","2016-09-20T16:22:54.258Z","urn:node:ARCTIC","PARTNERS Project Arctic River Biogeochemical Data"
"4145","doi:10.18739/A2CD47","2016-12-01T20:12:33.989Z","urn:node:ARCTIC","Phenylglucosazone as a paleoclimatic proxy"
"4146","doi:10.18739/A2JM0B","2016-04-02T10:19:20.867Z","urn:node:ARCTIC","Phenylglucosazone as a paleoclimatic proxy"
"4147","doi:10.18739/A2P071","2016-11-17T20:39:23.608Z","urn:node:ARCTIC","Eastern: Lake water hourly time series (CALON)(2016)"
"4148","doi:10.18739/A2KT0Q","2016-12-15T21:30:52.221Z","urn:node:ARCTIC","Vertical profiles of dissolved PFASs in Arctic shelf waters"
"4149","doi:10.18739/A2JT1S","2017-01-05T20:19:38.197Z","urn:node:ARCTIC","Wind River Sap Flux"
"4150","doi:10.18739/A24M3R","2017-01-05T20:56:30.980Z","urn:node:ARCTIC","Wind River Ring Widths"
"4151","doi:10.18739/A2QH30","2016-12-15T21:26:32.587Z","urn:node:ARCTIC","PFAS concentrations in snow/meltwater from Central Arctic"
"4152","doi:10.18739/A2PM3Q","2017-01-05T20:17:40.378Z","urn:node:ARCTIC","Agashashok Climate Data"
"4153","doi:10.18739/A21T14","2017-01-05T20:31:50.782Z","urn:node:ARCTIC","Needle Dark Respiration"
"4154","doi:10.18739/A2TM16","2016-11-18T22:50:18.569Z","urn:node:ARCTIC","Tunu, Greenland 2013 ice core chemistry"
"4155","doi:10.18739/A2ZD34","2016-11-18T22:48:00.514Z","urn:node:ARCTIC","Tunu2013 ice core chemistry"
"4156","doi:10.18739/A2Z030","2016-04-02T06:10:13.115Z","urn:node:ARCTIC","Cloud occurrence and layering at Arctic atmospheric observatories: Atqasuk, Alaska"
"4157","doi:10.18739/A26M1M","2016-10-14T16:23:41.532Z","urn:node:ARCTIC","Surface energy budget at Summit, Greenland"
"4158","doi:10.18739/A22D4F","2016-11-16T21:39:05.030Z","urn:node:ARCTIC","NABOS II - Mooring M1_6a SBE 56 Temperature Data 2013 - 2015"
"4159","doi:10.18739/A2P65B","2016-11-16T22:54:53.359Z","urn:node:ARCTIC","NABOS II - Mooring M3e SBE 56 Temperature Data 2013 - 2015"
"4160","doi:10.18739/A2SW9P","2016-11-16T22:07:33.633Z","urn:node:ARCTIC","NABOS II - Mooring M3e SBE 56 Temperature Data 2013 - 2015"
